NCM,Início de vigência,Fim de vigência
20049000,01/01/2016,
20051000,01/01/2016,
20052000,01/01/2016,
20054000,01/01/2016,
20055100,01/01/2016,
20055900,01/01/2016,
20056000,01/01/2016,
20057000,01/01/2016,
20058000,01/01/2016,
20059100,01/01/2016,
20059900,01/01/2016,
20060000,01/01/2016,
20071000,01/01/2016,
20079100,01/01/2016,
20079910,01/01/2016,
20079921,01/01/2016,
20079922,01/01/2016,
20079923,01/01/2016,
20079924,01/01/2016,
20079925,01/01/2016,
20079929,01/01/2016,
20079990,01/01/2016,
20081100,01/01/2016,
20081900,01/01/2016,
20082010,01/01/2016,
20082090,01/01/2016,
20083000,01/01/2016,
20084010,01/01/2016,
20084090,01/01/2016,
20085000,01/01/2016,
20086010,01/01/2016,
20086090,01/01/2016,
20087010,01/01/2016,
20087020,01/01/2016,
20087090,01/01/2016,
20088000,01/01/2016,
20089100,01/01/2016,
20089300,01/01/2016,
20089710,01/01/2016,
20089790,01/01/2016,
20089900,01/01/2016,
20091100,01/01/2016,
20091200,01/01/2016,
20091900,01/01/2016,
20092100,01/01/2016,
20092900,01/01/2016,
20093100,01/01/2016,
20093900,01/01/2016,
20094100,01/01/2016,
20094900,01/01/2016,
20095000,01/01/2016,
20096100,01/01/2016,
20096900,01/01/2016,
20097100,01/01/2016,
20097900,01/01/2016,
20098100,01/01/2016,
20098911,01/01/2016,
20098912,01/01/2016,
20098913,01/01/2016,
20098919,01/01/2016,
20098990,01/01/2016,
20099000,01/01/2016,
21011110,01/01/2016,
21011190,01/01/2016,
21011200,01/01/2016,
21012010,01/01/2016,
21012020,01/01/2016,
21013000,01/01/2016,
21021010,01/01/2016,
21021090,01/01/2016,
21022000,01/01/2016,
21023000,01/01/2016,
21031010,01/01/2016,
21031090,01/01/2016,
21032010,01/01/2016,
21032090,01/01/2016,
21033010,01/01/2016,
21033021,01/01/2016,
21033029,01/01/2016,
21039011,01/01/2016,
21039019,01/01/2016,
21039021,01/01/2016,
21039029,01/01/2016,
21039091,01/01/2016,
21039099,01/01/2016,
21041011,01/01/2016,
21041019,01/01/2016,
21041021,01/01/2016,
21041029,01/01/2016,
21042000,01/01/2016,
21050010,01/01/2016,
21050090,01/01/2016,
21061000,01/01/2016,
21069010,01/01/2016,
21069021,01/01/2016,
21069029,01/01/2016,
21069030,01/01/2016,
21069040,01/01/2016,
21069050,01/01/2016,
21069060,01/01/2016,
21069090,01/01/2016,
22011000,01/01/2016,
22019000,01/01/2016,
22021000,01/01/2016,
22029000,01/01/2016,31/03/2017
22029100,01/01/2017,
22029900,01/01/2017,
22030000,01/01/2016,
22041010,01/01/2016,
22041090,01/01/2016,
22042100,01/01/2016,
22042211,01/01/2017,
22042219,01/01/2017,
22042220,01/01/2017,
22042910,01/01/2017,
22042911,01/01/2016,31/03/2017
22042919,01/01/2016,31/03/2017
22042920,01/01/2016,
22043000,01/01/2016,
22051000,01/01/2016,
22059000,01/01/2016,
22060010,01/01/2016,
22060090,01/01/2016,
22071010,01/01/2016,
22071090,01/01/2016,
22072011,01/01/2016,
22072019,01/01/2016,
22072020,01/01/2016,
22082000,01/01/2016,
22083010,01/01/2016,
22083020,01/01/2016,
22083090,01/01/2016,
22084000,01/01/2016,
22085000,01/01/2016,
22086000,01/01/2016,
22087000,01/01/2016,
22089000,01/01/2016,
22090000,01/01/2016,
23011010,01/01/2016,
23011090,01/01/2016,
23012010,01/01/2016,
23012090,01/01/2016,
23021000,01/01/2016,
23023010,01/01/2016,
23023090,01/01/2016,
23024000,01/01/2016,
23025000,01/01/2016,
23031000,01/01/2016,
23032000,01/01/2016,
23033000,01/01/2016,
23040010,01/01/2016,
23040090,01/01/2016,
23050000,01/01/2016,
23061000,01/01/2016,
23062000,01/01/2016,
23063010,01/01/2016,
23063090,01/01/2016,
23064100,01/01/2016,
23064900,01/01/2016,
23065000,01/01/2016,
23066000,01/01/2016,
23069010,01/01/2016,
23069090,01/01/2016,
23070000,01/01/2016,
23080000,01/01/2016,
23091000,01/01/2016,
23099010,01/01/2016,
23099020,01/01/2016,
23099030,01/01/2016,
23099040,01/01/2016,
23099050,01/01/2016,
23099060,01/01/2016,
23099090,01/01/2016,
24011010,01/01/2016,
24011020,01/01/2016,
24011030,01/01/2016,
24011040,01/01/2016,
24011090,01/01/2016,
24012010,01/01/2016,
24012020,01/01/2016,
24012030,01/01/2016,
24012040,01/01/2016,
24012090,01/01/2016,
24013000,01/01/2016,
24021000,01/01/2016,
24022000,01/01/2016,
24029000,01/01/2016,
24031100,01/01/2016,
24031900,01/01/2016,
24039100,01/01/2016,
24039910,01/01/2016,
24039990,01/01/2016,
25010011,01/01/2016,
25010019,01/01/2016,
25010020,01/01/2016,
25010090,01/01/2016,
25020000,01/01/2016,
25030010,01/01/2016,
25030090,01/01/2016,
25041000,01/01/2016,
25049000,01/01/2016,
25051000,01/01/2016,
25059000,01/01/2016,
25061000,01/01/2016,
25062000,01/01/2016,
25070010,01/01/2016,
25070090,01/01/2016,
25081000,01/01/2016,
25083000,01/01/2016,
25084010,01/01/2016,
25084090,01/01/2016,
25085000,01/01/2016,
25086000,01/01/2016,
25087000,01/01/2016,
25090000,01/01/2016,
25101010,01/01/2016,
25101090,01/01/2016,
25102010,01/01/2016,
25102090,01/01/2016,
25111000,01/01/2016,
25112000,01/01/2016,
25120000,01/01/2016,
25131000,01/01/2016,
25132000,01/01/2016,
25140000,01/01/2016,
25151100,01/01/2016,
25151210,01/01/2016,
25151220,01/01/2016,
25152000,01/01/2016,
25161100,01/01/2016,
25161200,01/01/2016,
25162000,01/01/2016,
25169000,01/01/2016,
25171000,01/01/2016,
25172000,01/01/2016,
25173000,01/01/2016,
25174100,01/01/2016,
25174900,01/01/2016,
25181000,01/01/2016,
25182000,01/01/2016,
25183000,01/01/2016,
25191000,01/01/2016,
25199010,01/01/2016,
25199090,01/01/2016,
25201011,01/01/2016,
25201019,01/01/2016,
25201020,01/01/2016,
25202010,01/01/2016,
25202090,01/01/2016,
25210000,01/01/2016,
25221000,01/01/2016,
25222000,01/01/2016,
25223000,01/01/2016,
25231000,01/01/2016,
25232100,01/01/2016,
25232910,01/01/2016,
25232990,01/01/2016,
25233000,01/01/2016,
25239000,01/01/2016,
25241000,01/01/2016,
25249000,01/01/2016,
25251000,01/01/2016,
25252000,01/01/2016,
25253000,01/01/2016,
25261000,01/01/2016,
25262000,01/01/2016,
25280000,01/01/2016,
25291000,01/01/2016,
25292100,01/01/2016,
25292200,01/01/2016,
25293000,01/01/2016,
25301010,01/01/2016,
25301090,01/01/2016,
25302000,01/01/2016,
25309010,01/01/2016,
25309020,01/01/2016,
25309030,01/01/2016,
25309040,01/01/2016,
25309090,01/01/2016,
26011100,01/01/2016,
26011210,01/01/2016,
26011290,01/01/2016,
26012000,01/01/2016,
26020010,01/01/2016,
26020090,01/01/2016,
26030010,01/01/2016,
26030090,01/01/2016,
26040000,01/01/2016,
26050000,01/01/2016,
26060011,01/01/2016,
26060012,01/01/2016,
26060090,01/01/2016,
26070000,01/01/2016,
26080010,01/01/2016,
26080090,01/01/2016,
26090000,01/01/2016,
26100010,01/01/2016,
26100090,01/01/2016,
26110000,01/01/2016,
26121000,01/01/2016,
26122000,01/01/2016,
26131010,01/01/2016,
26131090,01/01/2016,
26139010,01/01/2016,
26139090,01/01/2016,
26140010,01/01/2016,
26140090,01/01/2016,
26151010,01/01/2016,
26151020,01/01/2016,
26151090,01/01/2016,
26159000,01/01/2016,
26161000,01/01/2016,
26169000,01/01/2016,
26171000,01/01/2016,
26179000,01/01/2016,
26180000,01/01/2016,
26190000,01/01/2016,
26201100,01/01/2016,
26201900,01/01/2016,
26202100,01/01/2016,
26202900,01/01/2016,
26203000,01/01/2016,
26204000,01/01/2016,
26206000,01/01/2016,
26209100,01/01/2016,
26209910,01/01/2016,
26209990,01/01/2016,
26211000,01/01/2016,
26219010,01/01/2016,
26219090,01/01/2016,
27011100,01/01/2016,
27011200,01/01/2016,
27011900,01/01/2016,
27012000,01/01/2016,
27021000,01/01/2016,
27022000,01/01/2016,
27030000,01/01/2016,
27040010,01/01/2016,
27040090,01/01/2016,
27050000,01/01/2016,
27060000,01/01/2016,
27071000,01/01/2016,
27072000,01/01/2016,
27073000,01/01/2016,
27074000,01/01/2016,
27075000,01/01/2016,
27079100,01/01/2016,
27079910,01/01/2016,
27079990,01/01/2016,
27081000,01/01/2016,
27082000,01/01/2016,
27090010,01/01/2016,
27090090,01/01/2016,
27101210,01/01/2016,
27101221,01/01/2016,
27101229,01/01/2016,
27101230,01/01/2016,
27101241,01/01/2016,
27101249,01/01/2016,
27101251,01/01/2016,
27101259,01/01/2016,
27101260,01/01/2016,
27101290,01/01/2016,
27101911,01/01/2016,
27101919,01/01/2016,
27101921,01/01/2016,
27101922,01/01/2016,
27101929,01/01/2016,
27101931,01/01/2016,
27101932,01/01/2016,
27101991,01/01/2016,
27101992,01/01/2016,
27101993,01/01/2016,
27101994,01/01/2016,
27101999,01/01/2016,
27102000,01/01/2016,
27109100,01/01/2016,
27109900,01/01/2016,
27111100,01/01/2016,
27111210,01/01/2016,
27111290,01/01/2016,
27111300,01/01/2016,
27111400,01/01/2016,
27111910,01/01/2016,
27111990,01/01/2016,
27112100,01/01/2016,
27112910,01/01/2016,
27112990,01/01/2016,
27121000,01/01/2016,
27122000,01/01/2016,
27129000,01/01/2016,
27131100,01/01/2016,
27131200,01/01/2016,
27132000,01/01/2016,
27139000,01/01/2016,
27141000,01/01/2016,
27149000,01/01/2016,
27150000,01/01/2016,
27160000,01/01/2016,
28011000,01/01/2016,
28012010,01/01/2016,
28012090,01/01/2016,
28013000,01/01/2016,
28020000,01/01/2016,
28030011,01/01/2016,
28030019,01/01/2016,
28030090,01/01/2016,
28041000,01/01/2016,
28042100,01/01/2016,
28042910,01/01/2016,
28042990,01/01/2016,
28043000,01/01/2016,
28044000,01/01/2016,
28045000,01/01/2016,
28046100,01/01/2016,
28046900,01/01/2016,
28047010,01/01/2016,
28047020,01/01/2016,
28047030,01/01/2016,
28048000,01/01/2016,
28049000,01/01/2016,
28051100,01/01/2016,
28051200,01/01/2016,
28051910,01/01/2016,
28051920,01/01/2016,
28051990,01/01/2016,
28053010,01/01/2016,
28053090,01/01/2016,
28054000,01/01/2016,
28061010,01/01/2016,
28061020,01/01/2016,
28062000,01/01/2016,
28070010,01/01/2016,
28070020,01/01/2016,
28080010,01/01/2016,
28080020,01/01/2016,
28091000,01/01/2016,
28092011,01/01/2016,
28092019,01/01/2016,
28092020,01/01/2016,
28092030,01/01/2016,
28092090,01/01/2016,
28100010,01/01/2016,
28100090,01/01/2016,
28111100,01/01/2016,
28111200,01/01/2017,
28111910,01/01/2016,
28111920,01/01/2016,
28111930,01/01/2016,
28111940,01/01/2016,
28111950,01/01/2016,31/03/2017
28111990,01/01/2016,
28112100,01/01/2016,
28112210,01/01/2016,
28112220,01/01/2016,
28112230,01/01/2016,
28112290,01/01/2016,
28112910,01/01/2016,
28112990,01/01/2016,
28121011,01/01/2016,31/03/2017
28121012,01/01/2016,31/03/2017
28121013,01/01/2016,31/03/2017
28121014,01/01/2016,31/03/2017
28121015,01/01/2016,31/03/2017
28121019,01/01/2016,31/03/2017
28121021,01/01/2016,31/03/2017
28121022,01/01/2016,31/03/2017
28121023,01/01/2016,31/03/2017
28121029,01/01/2016,31/03/2017
28121100,01/01/2017,
28121200,01/01/2017,
28121300,01/01/2017,
28121400,01/01/2017,
28121500,01/01/2017,
28121600,01/01/2017,
28121700,01/01/2017,
28121911,01/01/2017,
28121919,01/01/2017,
28121920,01/01/2017,
28129000,01/01/2016,
28131000,01/01/2016,
28139010,01/01/2016,
28139090,01/01/2016,
28141000,01/01/2016,
28142000,01/01/2016,
28151100,01/01/2016,
28151200,01/01/2016,
28152000,01/01/2016,
28153000,01/01/2016,
28161010,01/01/2016,
28161020,01/01/2016,
28164010,01/01/2016,
28164090,01/01/2016,
28170010,01/01/2016,
28170020,01/01/2016,
28181010,01/01/2016,
28181090,01/01/2016,
28182010,01/01/2016,
28182090,01/01/2016,
28183000,01/01/2016,
28191000,01/01/2016,
28199010,01/01/2016,
28199020,01/01/2016,
28201000,01/01/2016,
28209010,01/01/2016,
28209020,01/01/2016,
28209030,01/01/2016,
28209040,01/01/2016,
28211011,01/01/2016,
28211019,01/01/2016,
28211020,01/01/2016,
28211030,01/01/2016,
28211090,01/01/2016,
28212000,01/01/2016,
28220010,01/01/2016,
28220090,01/01/2016,
28230010,01/01/2016,
28230090,01/01/2016,
28241000,01/01/2016,
28249010,01/01/2016,
28249090,01/01/2016,
28251010,01/01/2016,
28251020,01/01/2016,
28252010,01/01/2016,
28252020,01/01/2016,
28253010,01/01/2016,
28253090,01/01/2016,
28254010,01/01/2016,
28254090,01/01/2016,
28255010,01/01/2016,
28255090,01/01/2016,
28256010,01/01/2016,
28256020,01/01/2016,
28257010,01/01/2016,
28257090,01/01/2016,
28258010,01/01/2016,
28258090,01/01/2016,
28259010,01/01/2016,
28259020,01/01/2016,
28259090,01/01/2016,
28261200,01/01/2016,
28261910,01/01/2016,
28261920,01/01/2016,
28261990,01/01/2016,
28263000,01/01/2016,
28269010,01/01/2016,
28269020,01/01/2016,
28269090,01/01/2016,
28271000,01/01/2016,
28272010,01/01/2016,
28272090,01/01/2016,
28273110,01/01/2016,
28273190,01/01/2016,
28273200,01/01/2016,
28273500,01/01/2016,
28273910,01/01/2016,
28273920,01/01/2016,
28273940,01/01/2016,
28273950,01/01/2016,
28273960,01/01/2016,
28273970,01/01/2016,
28273991,01/01/2016,
28273992,01/01/2016,
28273993,01/01/2016,
28273994,01/01/2016,
28273995,01/01/2016,
28273996,01/01/2016,
28273997,01/01/2016,
28273998,01/01/2016,
28273999,01/01/2016,
28274110,01/01/2016,
28274120,01/01/2016,
28274911,01/01/2016,
28274912,01/01/2016,
28274919,01/01/2016,
28274921,01/01/2016,
28274929,01/01/2016,
28275100,01/01/2016,
28275900,01/01/2016,
28276011,01/01/2016,
28276012,01/01/2016,
28276019,01/01/2016,
28276021,01/01/2016,
28276029,01/01/2016,
28281000,01/01/2016,
28289011,01/01/2016,
28289019,01/01/2016,
28289020,01/01/2016,
28289090,01/01/2016,
28291100,01/01/2016,
28291910,01/01/2016,
28291920,01/01/2016,
28291990,01/01/2016,
28299011,01/01/2016,
28299012,01/01/2016,
28299019,01/01/2016,
28299021,01/01/2016,
28299022,01/01/2016,
28299029,01/01/2016,
28299031,01/01/2016,
28299032,01/01/2016,
28299039,01/01/2016,
28299040,01/01/2016,
28299050,01/01/2016,
28301010,01/01/2016,
28301020,01/01/2016,
28309011,01/01/2016,
28309012,01/01/2016,
28309013,01/01/2016,
28309014,01/01/2016,
28309015,01/01/2016,
28309016,01/01/2016,
28309019,01/01/2016,
28309020,01/01/2016,
28311011,01/01/2016,
28311019,01/01/2016,
28311021,01/01/2016,
28311029,01/01/2016,
28319010,01/01/2016,
28319090,01/01/2016,
28321010,01/01/2016,
28321090,01/01/2016,
28322000,01/01/2016,
28323010,01/01/2016,
28323020,01/01/2016,
28323090,01/01/2016,
28331110,01/01/2016,
28331190,01/01/2016,
28331900,01/01/2016,
28332100,01/01/2016,
28332200,01/01/2016,
28332400,01/01/2016,
28332510,01/01/2016,
28332520,01/01/2016,
28332710,01/01/2016,
28332790,01/01/2016,
28332910,01/01/2016,
28332920,01/01/2016,
28332930,01/01/2016,
28332940,01/01/2016,
28332950,01/01/2016,
28332960,01/01/2016,
28332970,01/01/2016,
28332990,01/01/2016,
28333000,01/01/2016,
28334010,01/01/2016,
28334020,01/01/2016,
28334090,01/01/2016,
28341010,01/01/2016,
28341090,01/01/2016,
28342110,01/01/2016,
28342190,01/01/2016,
28342910,01/01/2016,
28342930,01/01/2016,
28342940,01/01/2016,
28342990,01/01/2016,
28351011,01/01/2016,
28351019,01/01/2016,
28351021,01/01/2016,
28351029,01/01/2016,
28352200,01/01/2016,
28352400,01/01/2016,
28352500,01/01/2016,
28352600,01/01/2016,
28352910,01/01/2016,
28352920,01/01/2016,
28352930,01/01/2016,
28352940,01/01/2016,
28352950,01/01/2016,
28352960,01/01/2016,
28352970,01/01/2016,
28352980,01/01/2016,
28352990,01/01/2016,
28353110,01/01/2016,
28353190,01/01/2016,
28353910,01/01/2016,
28353920,01/01/2016,
28353930,01/01/2016,
28353990,01/01/2016,
28362010,01/01/2016,
28362090,01/01/2016,
28363000,01/01/2016,
28364000,01/01/2016,
28365000,01/01/2016,
28366010,01/01/2016,
28366090,01/01/2016,
28369100,01/01/2016,
28369200,01/01/2016,
28369911,01/01/2016,
28369912,01/01/2016,
28369913,01/01/2016,
28369919,01/01/2016,
28369920,01/01/2016,
28371100,01/01/2016,
28371911,01/01/2016,
28371912,01/01/2016,
28371914,01/01/2016,
28371915,01/01/2016,
28371919,01/01/2016,
28371920,01/01/2016,
28372011,01/01/2016,
28372012,01/01/2016,
28372019,01/01/2016,
28372021,01/01/2016,
28372022,01/01/2016,
28372023,01/01/2016,
28372029,01/01/2016,
28372090,01/01/2016,
28391100,01/01/2016,
28391900,01/01/2016,
28399010,01/01/2016,
28399020,01/01/2016,
28399030,01/01/2016,
28399040,01/01/2016,
28399050,01/01/2016,
28399090,01/01/2016,
28401100,01/01/2016,
28401900,01/01/2016,
28402000,01/01/2016,
28403000,01/01/2016,
28413000,01/01/2016,
28415011,01/01/2016,
28415012,01/01/2016,
28415013,01/01/2016,
28415014,01/01/2016,
28415015,01/01/2016,
28415016,01/01/2016,
28415019,01/01/2016,
28415020,01/01/2016,
28416100,01/01/2016,
28416910,01/01/2016,
28416920,01/01/2016,
28416930,01/01/2016,
28417010,01/01/2016,
28417020,01/01/2016,
28417090,01/01/2016,
28418010,01/01/2016,
28418020,01/01/2016,
28418090,01/01/2016,
28419011,01/01/2016,
28419012,01/01/2016,
28419013,01/01/2016,
28419014,01/01/2016,
28419015,01/01/2016,
28419019,01/01/2016,
28419021,01/01/2016,
28419022,01/01/2016,
28419029,01/01/2016,
28419030,01/01/2016,
28419041,01/01/2016,
28419042,01/01/2016,
28419043,01/01/2016,
28419049,01/01/2016,
28419050,01/01/2016,
28419060,01/01/2016,
28419070,01/01/2016,
28419081,01/01/2016,
28419082,01/01/2016,
28419083,01/01/2016,
28419089,01/01/2016,
28419090,01/01/2016,
28421010,01/01/2016,
28421090,01/01/2016,
28429000,01/01/2016,
28431000,01/01/2016,
28432100,01/01/2016,
28432910,01/01/2016,
28432990,01/01/2016,
28433010,01/01/2016,
28433090,01/01/2016,
28439011,01/01/2016,
28439019,01/01/2016,
28439090,01/01/2016,
28441000,01/01/2016,
28442000,01/01/2016,
28443000,01/01/2016,
28444010,01/01/2016,
28444020,01/01/2016,
28444030,01/01/2016,
28444090,01/01/2016,
28445000,01/01/2016,
28451000,01/01/2016,
28459000,01/01/2016,
28461010,01/01/2016,
28461090,01/01/2016,
28469010,01/01/2016,
28469020,01/01/2016,
28469030,01/01/2016,
28469090,01/01/2016,
28470000,01/01/2016,
28480010,01/01/2016,31/03/2017
28480020,01/01/2016,31/03/2017
28480030,01/01/2016,31/03/2017
28480090,01/01/2016,31/03/2017
28491000,01/01/2016,
28492000,01/01/2016,
28499010,01/01/2016,
28499020,01/01/2016,
28499030,01/01/2016,
28499090,01/01/2016,
28500010,01/01/2016,
28500020,01/01/2016,
28500090,01/01/2016,
28521011,01/01/2016,
28521012,01/01/2016,
28521013,01/01/2016,
28521014,01/01/2016,
28521019,01/01/2016,
28521021,01/01/2016,
28521022,01/01/2016,
28521023,01/01/2016,
28521024,01/01/2016,
28521025,01/01/2016,
28521029,01/01/2016,
28529000,01/01/2016,
28530010,01/01/2016,31/03/2017
28530020,01/01/2016,31/03/2017
28530031,01/01/2016,31/03/2017
28530039,01/01/2016,31/03/2017
28530090,01/01/2016,31/03/2017
28531000,01/01/2017,
28539011,01/01/2017,
28539012,01/01/2017,
28539013,01/01/2017,
28539019,01/01/2017,
28539020,01/01/2017,
28539030,01/01/2017,
28539090,01/01/2017,
29011000,01/01/2016,
29012100,01/01/2016,
29012200,01/01/2016,
29012300,01/01/2016,
29012410,01/01/2016,
29012420,01/01/2016,
29012900,01/01/2016,
29021100,01/01/2016,
29021910,01/01/2016,
29021990,01/01/2016,
29022000,01/01/2016,
29023000,01/01/2016,
29024100,01/01/2016,
29024200,01/01/2016,
29024300,01/01/2016,
29024400,01/01/2016,
29025000,01/01/2016,
29026000,01/01/2016,
29027000,01/01/2016,
29029010,01/01/2016,
29029020,01/01/2016,
29029030,01/01/2016,
29029040,01/01/2016,
29029090,01/01/2016,
29031110,01/01/2016,
29031120,01/01/2016,
29031200,01/01/2016,
29031300,01/01/2016,
29031400,01/01/2016,
29031500,01/01/2016,
29031910,01/01/2016,
29031920,01/01/2016,
29031990,01/01/2016,
29032100,01/01/2016,
29032200,01/01/2016,
29032300,01/01/2016,
29032900,01/01/2016,
29033100,01/01/2016,
29033911,01/01/2016,
29033912,01/01/2016,
29033919,01/01/2016,
29033921,01/01/2016,
29033929,01/01/2016,
29033931,01/01/2016,
29033932,01/01/2016,
29033939,01/01/2016,
29037100,01/01/2016,
29037200,01/01/2016,
29037300,01/01/2016,
29037400,01/01/2016,
29037500,01/01/2016,
29037600,01/01/2016,
29037711,01/01/2016,
29037712,01/01/2016,
29037713,01/01/2016,
29037721,01/01/2016,
29037722,01/01/2016,
29037723,01/01/2016,
29037724,01/01/2016,
29037731,01/01/2016,
29037732,01/01/2016,
29037733,01/01/2016,
29037734,01/01/2016,
29037735,01/01/2016,
29037736,01/01/2016,
29037737,01/01/2016,
29037790,01/01/2016,
29037800,01/01/2016,
29037911,01/01/2016,
29037912,01/01/2016,
29037919,01/01/2016,
29037920,01/01/2016,
29037931,01/01/2016,
29037939,01/01/2016,
29037990,01/01/2016,
29038110,01/01/2016,
29038190,01/01/2016,
29038210,01/01/2016,
29038220,01/01/2016,
29038230,01/01/2016,
29038300,01/01/2017,
29038900,01/01/2017,
29038910,01/01/2016,31/03/2017
29038990,01/01/2016,31/03/2017
29039110,01/01/2016,
29039120,01/01/2016,
29039130,01/01/2016,
29039210,01/01/2016,
29039220,01/01/2016,
29039300,01/01/2017,
29039400,01/01/2017,
29039911,01/01/2016,
29039912,01/01/2016,
29039913,01/01/2016,
29039914,01/01/2016,
29039915,01/01/2016,
29039916,01/01/2016,
29039917,01/01/2016,
29039918,01/01/2016,
29039919,01/01/2016,
29039921,01/01/2016,
29039922,01/01/2016,
29039923,01/01/2016,
29039924,01/01/2016,
29039929,01/01/2016,
29039931,01/01/2016,
29039939,01/01/2016,
29039990,01/01/2016,
29041011,01/01/2016,
29041012,01/01/2016,
29041013,01/01/2016,
29041019,01/01/2016,
29041020,01/01/2016,
29041030,01/01/2016,
29041040,01/01/2016,
29041051,01/01/2016,
29041052,01/01/2016,
29041053,01/01/2016,
29041059,01/01/2016,
29041060,01/01/2016,
29041090,01/01/2016,
29042010,01/01/2016,
29042020,01/01/2016,
29042030,01/01/2016,
29042041,01/01/2016,
29042049,01/01/2016,
29042051,01/01/2016,
29042052,01/01/2016,
29042059,01/01/2016,
29042060,01/01/2016,
29042070,01/01/2016,
29042090,01/01/2016,
29043100,01/01/2017,
29043200,01/01/2017,
29043300,01/01/2017,
29043400,01/01/2017,
29043500,01/01/2017,
29043600,01/01/2017,
29049011,01/01/2016,31/03/2017
29049012,01/01/2016,31/03/2017
29049013,01/01/2016,31/03/2017
29049014,01/01/2016,31/03/2017
