NCM,Início de vigência,Fim de vigência
39219020,01/01/2016,
39219090,01/01/2016,
39221000,01/01/2016,
39222000,01/01/2016,
39229000,01/01/2016,
39231010,01/01/2016,
39231090,01/01/2016,
39232110,01/01/2016,
39232190,01/01/2016,
39232910,01/01/2016,
39232990,01/01/2016,
39233000,01/01/2016,
39234000,01/01/2016,
39235000,01/01/2016,
39239000,01/01/2016,
39241000,01/01/2016,
39249000,01/01/2016,
39251000,01/01/2016,
39252000,01/01/2016,
39253000,01/01/2016,
39259010,01/01/2016,
39259090,01/01/2016,
39261000,01/01/2016,
39262000,01/01/2016,
39263000,01/01/2016,
39264000,01/01/2016,
39269010,01/01/2016,
39269021,01/01/2016,
39269022,01/01/2016,
39269030,01/01/2016,
39269040,01/01/2016,
39269050,01/01/2016,
39269061,01/01/2016,
39269069,01/01/2016,
39269090,01/01/2016,
40011000,01/01/2016,
40012100,01/01/2016,
40012200,01/01/2016,
40012910,01/01/2016,
40012920,01/01/2016,
40012990,01/01/2016,
40013000,01/01/2016,
40021110,01/01/2016,
40021120,01/01/2016,
40021911,01/01/2016,
40021912,01/01/2016,
40021919,01/01/2016,
40021920,01/01/2016,
40022010,01/01/2016,
40022090,01/01/2016,
40023100,01/01/2016,
40023900,01/01/2016,
40024100,01/01/2016,
40024900,01/01/2016,
40025100,01/01/2016,
40025900,01/01/2016,
40026000,01/01/2016,
40027000,01/01/2016,
40028000,01/01/2016,
40029100,01/01/2016,
40029910,01/01/2016,
40029920,01/01/2016,
40029930,01/01/2016,
40029990,01/01/2016,
40030000,01/01/2016,
40040000,01/01/2016,
40051010,01/01/2016,
40051090,01/01/2016,
40052000,01/01/2016,
40059110,01/01/2016,
40059190,01/01/2016,
40059910,01/01/2016,
40059990,01/01/2016,
40061000,01/01/2016,
40069000,01/01/2016,
40070011,01/01/2016,
40070019,01/01/2016,
40070020,01/01/2016,
40081100,01/01/2016,
40081900,01/01/2016,
40082100,01/01/2016,
40082900,01/01/2016,
40091100,01/01/2016,
40091210,01/01/2016,
40091290,01/01/2016,
40092110,01/01/2016,
40092190,01/01/2016,
40092210,01/01/2016,
40092290,01/01/2016,
40093100,01/01/2016,
40093210,01/01/2016,
40093290,01/01/2016,
40094100,01/01/2016,
40094210,01/01/2016,
40094290,01/01/2016,
40101100,01/01/2016,
40101200,01/01/2016,
40101900,01/01/2016,
40103100,01/01/2016,
40103200,01/01/2016,
40103300,01/01/2016,
40103400,01/01/2016,
40103500,01/01/2016,
40103600,01/01/2016,
40103900,01/01/2016,
40111000,01/01/2016,
40112010,01/01/2016,
40112090,01/01/2016,
40113000,01/01/2016,
40114000,01/01/2016,
40115000,01/01/2016,
40116100,01/01/2016,31/03/2017
40116200,01/01/2016,31/03/2017
40116310,01/01/2016,31/03/2017
40116320,01/01/2016,31/03/2017
40116390,01/01/2016,31/03/2017
40116910,01/01/2016,31/03/2017
40116990,01/01/2016,31/03/2017
40117010,01/01/2017,
40117090,01/01/2017,
40118010,01/01/2017,
40118020,01/01/2017,
40118090,01/01/2017,
40119010,01/01/2017,
40119090,01/01/2017,
40119210,01/01/2016,31/03/2017
40119290,01/01/2016,31/03/2017
40119300,01/01/2016,31/03/2017
40119410,01/01/2016,31/03/2017
40119420,01/01/2016,31/03/2017
40119490,01/01/2016,31/03/2017
40119910,01/01/2016,31/03/2017
40119990,01/01/2016,31/03/2017
40121100,01/01/2016,
40121200,01/01/2016,
40121300,01/01/2016,
40121900,01/01/2016,
40122000,01/01/2016,
40129010,01/01/2016,
40129090,01/01/2016,
40131010,01/01/2016,
40131090,01/01/2016,
40132000,01/01/2016,
40139000,01/01/2016,
40141000,01/01/2016,
40149010,01/01/2016,
40149090,01/01/2016,
40151100,01/01/2016,
40151900,01/01/2016,
40159000,01/01/2016,
40161010,01/01/2016,
40161090,01/01/2016,
40169100,01/01/2016,
40169200,01/01/2016,
40169300,01/01/2016,
40169400,01/01/2016,
40169510,01/01/2016,
40169590,01/01/2016,
40169910,01/01/2016,
40169990,01/01/2016,
40170000,01/01/2016,
41012000,01/01/2016,
41015010,01/01/2016,
41015020,01/01/2016,
41015030,01/01/2016,
41019010,01/01/2016,
41019020,01/01/2016,
41019030,01/01/2016,
41021000,01/01/2016,
41022100,01/01/2016,
41022900,01/01/2016,
41032000,01/01/2016,
41033000,01/01/2016,
41039000,01/01/2016,
41041111,01/01/2016,
41041112,01/01/2016,
41041113,01/01/2016,
41041114,01/01/2016,
41041119,01/01/2016,
41041121,01/01/2016,
41041122,01/01/2016,
41041123,01/01/2016,
41041124,01/01/2016,
41041129,01/01/2016,
41041910,01/01/2016,
41041920,01/01/2016,
41041930,01/01/2016,
41041940,01/01/2016,
41041990,01/01/2016,
41044110,01/01/2016,
41044120,01/01/2016,
41044130,01/01/2016,
41044190,01/01/2016,
41044910,01/01/2016,
41044920,01/01/2016,
41044990,01/01/2016,
41051010,01/01/2016,
41051021,01/01/2016,
41051029,01/01/2016,
41051090,01/01/2016,
41053000,01/01/2016,
41062110,01/01/2016,
41062121,01/01/2016,
41062129,01/01/2016,
41062190,01/01/2016,
41062200,01/01/2016,
41063110,01/01/2016,
41063190,01/01/2016,
41063200,01/01/2016,
41064000,01/01/2016,
41069100,01/01/2016,
41069200,01/01/2016,
41071110,01/01/2016,
41071120,01/01/2016,
41071190,01/01/2016,
41071210,01/01/2016,
41071220,01/01/2016,
41071290,01/01/2016,
41071910,01/01/2016,
41071920,01/01/2016,
41071990,01/01/2016,
41079110,01/01/2016,
41079190,01/01/2016,
41079210,01/01/2016,
41079290,01/01/2016,
41079910,01/01/2016,
41079990,01/01/2016,
41120000,01/01/2016,
41131010,01/01/2016,
41131090,01/01/2016,
41132000,01/01/2016,
41133000,01/01/2016,
41139000,01/01/2016,
41141000,01/01/2016,
41142010,01/01/2016,
41142020,01/01/2016,
41151000,01/01/2016,
41152000,01/01/2016,
42010010,01/01/2016,
42010090,01/01/2016,
42021100,01/01/2016,
42021210,01/01/2016,
42021220,01/01/2016,
42021900,01/01/2016,
42022100,01/01/2016,
42022210,01/01/2016,
42022220,01/01/2016,
42022900,01/01/2016,
42023100,01/01/2016,
42023200,01/01/2016,
42023900,01/01/2016,
42029100,01/01/2016,
42029200,01/01/2016,
42029900,01/01/2016,
42031000,01/01/2016,
42032100,01/01/2016,
42032900,01/01/2016,
42033000,01/01/2016,
42034000,01/01/2016,
42050000,01/01/2016,
42060000,01/01/2016,
43011000,01/01/2016,
43013000,01/01/2016,
43016000,01/01/2016,
43018000,01/01/2016,
43019000,01/01/2016,
43021100,01/01/2016,
43021910,01/01/2016,
43021990,01/01/2016,
43022000,01/01/2016,
43023000,01/01/2016,
43031000,01/01/2016,
43039000,01/01/2016,
43040000,01/01/2016,
44011000,01/01/2016,31/03/2017
44011100,01/01/2017,
44011200,01/01/2017,
44012100,01/01/2016,
44012200,01/01/2016,
44013100,01/01/2016,
44013900,01/01/2016,
44014000,01/01/2017,
44021000,01/01/2016,
44029000,01/01/2016,
44031000,01/01/2016,31/03/2017
44031100,01/01/2017,
44031200,01/01/2017,
44032000,01/01/2016,31/03/2017
44032100,01/01/2017,
44032200,01/01/2017,
44032300,01/01/2017,
44032400,01/01/2017,
44032500,01/01/2017,
44032600,01/01/2017,
44034100,01/01/2016,
44034900,01/01/2016,
44039100,01/01/2016,
44039200,01/01/2016,31/03/2017
44039300,01/01/2017,
44039400,01/01/2017,
44039500,01/01/2017,
44039600,01/01/2017,
44039700,01/01/2017,
44039800,01/01/2017,
44039900,01/01/2016,
44041000,01/01/2016,
44042000,01/01/2016,
44050000,01/01/2016,
44061000,01/01/2016,31/03/2017
44061100,01/01/2017,
44061200,01/01/2017,
44069000,01/01/2016,31/03/2017
44069100,01/01/2017,
44069200,01/01/2017,
44071000,01/01/2016,31/03/2017
44071100,01/01/2017,
44071200,01/01/2017,
44071900,01/01/2017,
44072100,01/01/2016,
44072200,01/01/2016,
44072500,01/01/2016,
44072600,01/01/2016,
44072700,01/01/2016,
44072800,01/01/2016,
44072910,01/01/2016,
44072920,01/01/2016,
44072930,01/01/2016,
44072940,01/01/2016,
44072950,01/01/2017,
44072960,01/01/2017,
44072970,01/01/2017,
44072990,01/01/2016,
44079100,01/01/2016,
44079200,01/01/2016,
44079300,01/01/2016,
44079400,01/01/2016,
44079500,01/01/2016,
44079600,01/01/2017,
44079700,01/01/2017,
44079910,01/01/2016,31/03/2017
44079920,01/01/2016,
44079930,01/01/2016,
44079940,01/01/2016,31/03/2017
44079950,01/01/2016,31/03/2017
44079960,01/01/2016,
44079970,01/01/2016,
44079990,01/01/2016,
44081010,01/01/2016,
44081091,01/01/2016,
44081099,01/01/2016,
44083110,01/01/2016,
44083190,01/01/2016,
44083910,01/01/2016,
44083991,01/01/2016,
44083992,01/01/2016,
44083999,01/01/2016,
44089010,01/01/2016,
44089090,01/01/2016,
44091000,01/01/2016,
44092100,01/01/2016,
44092200,01/01/2017,
44092900,01/01/2016,
44101110,01/01/2016,
44101121,01/01/2016,
44101129,01/01/2016,
44101190,01/01/2016,
44101210,01/01/2016,
44101290,01/01/2016,
44101911,01/01/2016,
44101919,01/01/2016,
44101991,01/01/2016,
44101992,01/01/2016,
44101999,01/01/2016,
44109000,01/01/2016,
44111210,01/01/2016,
44111290,01/01/2016,
44111310,01/01/2016,
44111391,01/01/2016,
44111399,01/01/2016,
44111410,01/01/2016,
44111490,01/01/2016,
44119210,01/01/2016,
44119290,01/01/2016,
44119310,01/01/2016,
44119390,01/01/2016,
44119410,01/01/2016,
44119490,01/01/2016,
44121000,01/01/2016,
44123100,01/01/2016,
44123200,01/01/2016,31/03/2017
44123300,01/01/2017,
44123400,01/01/2017,
44123900,01/01/2016,
44129400,01/01/2016,
44129900,01/01/2016,
44130000,01/01/2016,
44140000,01/01/2016,
44151000,01/01/2016,
44152000,01/01/2016,
44160010,01/01/2016,
44160090,01/01/2016,
44170010,01/01/2016,
44170020,01/01/2016,
44170090,01/01/2016,
44181000,01/01/2016,
44182000,01/01/2016,
44184000,01/01/2016,
44185000,01/01/2016,
44186000,01/01/2016,
44187100,01/01/2016,31/03/2017
44187200,01/01/2016,31/03/2017
44187300,01/01/2017,
44187400,01/01/2017,
44187500,01/01/2017,
44187900,01/01/2016,
44189000,01/01/2016,31/03/2017
44189100,01/01/2017,
44189900,01/01/2017,
44190000,01/01/2016,31/03/2017
44191100,01/01/2017,
44191200,01/01/2017,
44191900,01/01/2017,
44199000,01/01/2017,
44201000,01/01/2016,
44209000,01/01/2016,
44211000,01/01/2016,
44219000,01/01/2016,31/03/2017
44219100,01/01/2017,
44219900,01/01/2017,
45011000,01/01/2016,
45019000,01/01/2016,
45020000,01/01/2016,
45031000,01/01/2016,
45039000,01/01/2016,
45041000,01/01/2016,
45049000,01/01/2016,
46012100,01/01/2016,
46012200,01/01/2016,
46012900,01/01/2016,
46019200,01/01/2016,
46019300,01/01/2016,
46019400,01/01/2016,
46019900,01/01/2016,
46021100,01/01/2016,
46021200,01/01/2016,
46021900,01/01/2016,
46029000,01/01/2016,
47010000,01/01/2016,
47020000,01/01/2016,
47031100,01/01/2016,
47031900,01/01/2016,
47032100,01/01/2016,
47032900,01/01/2016,
47041100,01/01/2016,
47041900,01/01/2016,
47042100,01/01/2016,
47042900,01/01/2016,
47050000,01/01/2016,
47061000,01/01/2016,
47062000,01/01/2016,
47063000,01/01/2016,
47069100,01/01/2016,
47069200,01/01/2016,
47069300,01/01/2016,
47071000,01/01/2016,
47072000,01/01/2016,
47073000,01/01/2016,
47079000,01/01/2016,
48010010,01/01/2016,31/03/2017
48010020,01/01/2017,
48010030,01/01/2017,
48010090,01/01/2016,
48021000,01/01/2016,
48022010,01/01/2016,
48022090,01/01/2016,
48024010,01/01/2016,
48024090,01/01/2016,
48025410,01/01/2016,
48025491,01/01/2016,
48025499,01/01/2016,
48025510,01/01/2016,
48025591,01/01/2016,
48025592,01/01/2016,
48025599,01/01/2016,
48025610,01/01/2016,
48025691,01/01/2016,
48025692,01/01/2016,
48025693,01/01/2016,
48025699,01/01/2016,
48025710,01/01/2016,
48025791,01/01/2016,
48025792,01/01/2016,
48025793,01/01/2016,
48025799,01/01/2016,
48025810,01/01/2016,
48025891,01/01/2016,
48025892,01/01/2016,
48025899,01/01/2016,
48026110,01/01/2016,
48026191,01/01/2016,
48026192,01/01/2016,
48026199,01/01/2016,
48026210,01/01/2016,
48026291,01/01/2016,
48026292,01/01/2016,
48026299,01/01/2016,
48026910,01/01/2016,
48026991,01/01/2016,
48026992,01/01/2016,
48026999,01/01/2016,
48030010,01/01/2016,
48030090,01/01/2016,
48041100,01/01/2016,
48041900,01/01/2016,
48042100,01/01/2016,
48042900,01/01/2016,
48043110,01/01/2016,
48043190,01/01/2016,
48043910,01/01/2016,
48043990,01/01/2016,
48044100,01/01/2016,
48044200,01/01/2016,
48044900,01/01/2016,
48045100,01/01/2016,
48045200,01/01/2016,
48045910,01/01/2016,
48045990,01/01/2016,
48051100,01/01/2016,
48051200,01/01/2016,
48051900,01/01/2016,
48052400,01/01/2016,
48052500,01/01/2016,
48053000,01/01/2016,
48054010,01/01/2016,
48054090,01/01/2016,
48055000,01/01/2016,
48059100,01/01/2016,
48059210,01/01/2016,
48059290,01/01/2016,
48059300,01/01/2016,
48061000,01/01/2016,
48062000,01/01/2016,
48063000,01/01/2016,
48064000,01/01/2016,
48070000,01/01/2016,
48081000,01/01/2016,
48084000,01/01/2016,
48089000,01/01/2016,
48092000,01/01/2016,
48099000,01/01/2016,
48101310,01/01/2016,
48101381,01/01/2016,
48101382,01/01/2016,
48101389,01/01/2016,
48101390,01/01/2016,
48101410,01/01/2016,
48101481,01/01/2016,
48101482,01/01/2016,
48101489,01/01/2016,
48101490,01/01/2016,
48101910,01/01/2016,
48101981,01/01/2016,
48101982,01/01/2016,
48101989,01/01/2016,
48101990,01/01/2016,
48102210,01/01/2016,
48102290,01/01/2016,
48102910,01/01/2016,
48102990,01/01/2016,
48103110,01/01/2016,
48103190,01/01/2016,
48103210,01/01/2016,
48103290,01/01/2016,
48103910,01/01/2016,
48103990,01/01/2016,
48109210,01/01/2016,
48109290,01/01/2016,
48109910,01/01/2016,
48109990,01/01/2016,
48111010,01/01/2016,
48111090,01/01/2016,
48114110,01/01/2016,
48114190,01/01/2016,
48114910,01/01/2016,
48114990,01/01/2016,
48115110,01/01/2016,
48115121,01/01/2016,
48115122,01/01/2016,
48115123,01/01/2016,
48115128,01/01/2016,
48115129,01/01/2016,
48115130,01/01/2016,
48115910,01/01/2016,
48115921,01/01/2016,
48115922,01/01/2016,
48115923,01/01/2016,
48115929,01/01/2016,
48115930,01/01/2016,
48116010,01/01/2016,
48116090,01/01/2016,
48119010,01/01/2016,
48119090,01/01/2016,
48120000,01/01/2016,
48131000,01/01/2016,
48132000,01/01/2016,
48139000,01/01/2016,
48142000,01/01/2016,
48149000,01/01/2016,
48162000,01/01/2016,
48169010,01/01/2016,
48169090,01/01/2016,
48171000,01/01/2016,
48172000,01/01/2016,
48173000,01/01/2016,
48181000,01/01/2016,
48182000,01/01/2016,
48183000,01/01/2016,
48185000,01/01/2016,
48189010,01/01/2016,
48189090,01/01/2016,
48191000,01/01/2016,
48192000,01/01/2016,
48193000,01/01/2016,
48194000,01/01/2016,
48195000,01/01/2016,
48196000,01/01/2016,
48201000,01/01/2016,
48202000,01/01/2016,
48203000,01/01/2016,
48204000,01/01/2016,
48205000,01/01/2016,
48209000,01/01/2016,
48211000,01/01/2016,
48219000,01/01/2016,
48221000,01/01/2016,
48229000,01/01/2016,
48232010,01/01/2016,
48232091,01/01/2016,
48232099,01/01/2016,
48234000,01/01/2016,
48236100,01/01/2016,
48236900,01/01/2016,
48237000,01/01/2016,
48239010,01/01/2016,
48239020,01/01/2016,
48239091,01/01/2016,
48239099,01/01/2016,
49011000,01/01/2016,
49019100,01/01/2016,
49019900,01/01/2016,
49021000,01/01/2016,
49029000,01/01/2016,
49030000,01/01/2016,
49040000,01/01/2016,
49051000,01/01/2016,
49059100,01/01/2016,
49059900,01/01/2016,
49060000,01/01/2016,
49070010,01/01/2016,
49070020,01/01/2016,
49070030,01/01/2016,
49070090,01/01/2016,
49081000,01/01/2016,
49089000,01/01/2016,
49090000,01/01/2016,
49100000,01/01/2016,
49111010,01/01/2016,
49111090,01/01/2016,
49119100,01/01/2016,
49119900,01/01/2016,
50010000,01/01/2016,
50020000,01/01/2016,
50030010,01/01/2016,
50030090,01/01/2016,
50040000,01/01/2016,
50050000,01/01/2016,
50060000,01/01/2016,
50071010,01/01/2016,
50071090,01/01/2016,
50072010,01/01/2016,
50072090,01/01/2016,
50079000,01/01/2016,
51011110,01/01/2016,
51011190,01/01/2016,
51011900,01/01/2016,
51012100,01/01/2016,
51012900,01/01/2016,
51013000,01/01/2016,
51021100,01/01/2016,
51021900,01/01/2016,
51022000,01/01/2016,
51031000,01/01/2016,
51032000,01/01/2016,
51033000,01/01/2016,
51040000,01/01/2016,
51051000,01/01/2016,
51052100,01/01/2016,
51052910,01/01/2016,
51052991,01/01/2016,
51052999,01/01/2016,
51053100,01/01/2016,
51053900,01/01/2016,
51054000,01/01/2016,
51061000,01/01/2016,
51062000,01/01/2016,
51071011,01/01/2016,
51071019,01/01/2016,
51071090,01/01/2016,
51072000,01/01/2016,
51081000,01/01/2016,
51082000,01/01/2016,
51091000,01/01/2016,
51099000,01/01/2016,
51100000,01/01/2016,
51111110,01/01/2016,
51111120,01/01/2016,
51111900,01/01/2016,
51112000,01/01/2016,
51113010,01/01/2016,
51113090,01/01/2016,
51119000,01/01/2016,
51121100,01/01/2016,
51121910,01/01/2016,
51121920,01/01/2016,
51122010,01/01/2016,
51122020,01/01/2016,
51123010,01/01/2016,
51123020,01/01/2016,
51129000,01/01/2016,
51130011,01/01/2016,
51130012,01/01/2016,
51130013,01/01/2016,
51130020,01/01/2016,
52010010,01/01/2016,
52010020,01/01/2016,
52010090,01/01/2016,
52021000,01/01/2016,
52029100,01/01/2016,
52029900,01/01/2016,
52030000,01/01/2016,
52041111,01/01/2016,
52041112,01/01/2016,
52041120,01/01/2016,
52041131,01/01/2016,
52041132,01/01/2016,
52041140,01/01/2016,
52041911,01/01/2016,
52041912,01/01/2016,
52041920,01/01/2016,
52041931,01/01/2016,
52041932,01/01/2016,
52041940,01/01/2016,
52042000,01/01/2016,
52051100,01/01/2016,
52051200,01/01/2016,
52051310,01/01/2016,
52051390,01/01/2016,
52051400,01/01/2016,
52051500,01/01/2016,
52052100,01/01/2016,
52052200,01/01/2016,
52052310,01/01/2016,
52052390,01/01/2016,
52052400,01/01/2016,
52052600,01/01/2016,
52052700,01/01/2016,
52052800,01/01/2016,
52053100,01/01/2016,
52053200,01/01/2016,
52053300,01/01/2016,
52053400,01/01/2016,
52053500,01/01/2016,
52054100,01/01/2016,
52054200,01/01/2016,
52054300,01/01/2016,
52054400,01/01/2016,
52054600,01/01/2016,
52054700,01/01/2016,
52054800,01/01/2016,
52061100,01/01/2016,
52061200,01/01/2016,
52061300,01/01/2016,
52061400,01/01/2016,
52061500,01/01/2016,
52062100,01/01/2016,
52062200,01/01/2016,
52062300,01/01/2016,
52062400,01/01/2016,
52062500,01/01/2016,
52063100,01/01/2016,
52063200,01/01/2016,
52063300,01/01/2016,
52063400,01/01/2016,
52063500,01/01/2016,
52064100,01/01/2016,
52064200,01/01/2016,
52064300,01/01/2016,
52064400,01/01/2016,
52064500,01/01/2016,
52071000,01/01/2016,
52079000,01/01/2016,
52081100,01/01/2016,
52081200,01/01/2016,
52081300,01/01/2016,
52081900,01/01/2016,
52082100,01/01/2016,
52082200,01/01/2016,
52082300,01/01/2016,
52082900,01/01/2016,
52083100,01/01/2016,
52083200,01/01/2016,
52083300,01/01/2016,
52083900,01/01/2016,
52084100,01/01/2016,
52084200,01/01/2016,
52084300,01/01/2016,
52084900,01/01/2016,
52085100,01/01/2016,
52085200,01/01/2016,
52085910,01/01/2016,
52085990,01/01/2016,
52091100,01/01/2016,
52091200,01/01/2016,
52091900,01/01/2016,
52092100,01/01/2016,
52092200,01/01/2016,
52092900,01/01/2016,
52093100,01/01/2016,
52093200,01/01/2016,
52093900,01/01/2016,
52094100,01/01/2016,
52094210,01/01/2016,
52094290,01/01/2016,
52094300,01/01/2016,
52094900,01/01/2016,
52095100,01/01/2016,
52095200,01/01/2016,
52095900,01/01/2016,
52101100,01/01/2016,
52101910,01/01/2016,
52101990,01/01/2016,
52102100,01/01/2016,
52102910,01/01/2016,
52102990,01/01/2016,
52103100,01/01/2016,
52103200,01/01/2016,
52103900,01/01/2016,
52104100,01/01/2016,
52104910,01/01/2016,
52104990,01/01/2016,
52105100,01/01/2016,
52105910,01/01/2016,
52105990,01/01/2016,
52111100,01/01/2016,
52111200,01/01/2016,
52111900,01/01/2016,
52112010,01/01/2016,
52112020,01/01/2016,
52112090,01/01/2016,
52113100,01/01/2016,
52113200,01/01/2016,
52113900,01/01/2016,
52114100,01/01/2016,
52114210,01/01/2016,
52114290,01/01/2016,
52114300,01/01/2016,
52114900,01/01/2016,
52115100,01/01/2016,
52115200,01/01/2016,
52115900,01/01/2016,
52121100,01/01/2016,
52121200,01/01/2016,
52121300,01/01/2016,
52121400,01/01/2016,
52121500,01/01/2016,
52122100,01/01/2016,
52122200,01/01/2016,
52122300,01/01/2016,
52122400,01/01/2016,
52122500,01/01/2016,
53011000,01/01/2016,
53012110,01/01/2016,
53012120,01/01/2016,
53012910,01/01/2016,
53012990,01/01/2016,
53013000,01/01/2016,
53021000,01/01/2016,
53029000,01/01/2016,
53031010,01/01/2016,
53031090,01/01/2016,
53039010,01/01/2016,
53039090,01/01/2016,
53050010,01/01/2016,
53050090,01/01/2016,
53061000,01/01/2016,
53062000,01/01/2016,
53071010,01/01/2016,
53071090,01/01/2016,
53072010,01/01/2016,
53072090,01/01/2016,
53081000,01/01/2016,
53082000,01/01/2016,
53089000,01/01/2016,
53091100,01/01/2016,
53091900,01/01/2016,
53092100,01/01/2016,
53092900,01/01/2016,
53101010,01/01/2016,
53101090,01/01/2016,
53109000,01/01/2016,
53110000,01/01/2016,
54011011,01/01/2016,
54011012,01/01/2016,
54011090,01/01/2016,
54012011,01/01/2016,
54012012,01/01/2016,
54012090,01/01/2016,
54021100,01/01/2016,
54021910,01/01/2016,
54021990,01/01/2016,
54022000,01/01/2016,
54023111,01/01/2016,
54023119,01/01/2016,
54023190,01/01/2016,
54023211,01/01/2016,
54023219,01/01/2016,
54023290,01/01/2016,
54023310,01/01/2016,
54023320,01/01/2016,
54023390,01/01/2016,
54023400,01/01/2016,
54023900,01/01/2016,
54024400,01/01/2016,
54024510,01/01/2016,
54024520,01/01/2016,
54024590,01/01/2016,
54024600,01/01/2016,
54024710,01/01/2016,
54024720,01/01/2016,
54024790,01/01/2016,
54024800,01/01/2016,
54024910,01/01/2016,
54024990,01/01/2016,
54025110,01/01/2016,
54025190,01/01/2016,
54025200,01/01/2016,
54025300,01/01/2017,
54025900,01/01/2016,
54026110,01/01/2016,
54026190,01/01/2016,
54026200,01/01/2016,
54026300,01/01/2017,
54026900,01/01/2016,
54031000,01/01/2016,
54033100,01/01/2016,
54033200,01/01/2016,
54033300,01/01/2016,
54033900,01/01/2016,
54034100,01/01/2016,
54034200,01/01/2016,
54034900,01/01/2016,
54041100,01/01/2016,
54041200,01/01/2016,
54041911,01/01/2016,
54041919,01/01/2016,
54041990,01/01/2016,
54049000,01/01/2016,
54050000,01/01/2016,
54060010,01/01/2016,
54060020,01/01/2016,
54071011,01/01/2016,
54071019,01/01/2016,
54071021,01/01/2016,
54071029,01/01/2016,
54072000,01/01/2016,
54073000,01/01/2016,
54074100,01/01/2016,
54074200,01/01/2016,
54074300,01/01/2016,
54074400,01/01/2016,
54075100,01/01/2016,
54075210,01/01/2016,
54075220,01/01/2016,
54075300,01/01/2016,
54075400,01/01/2016,
54076100,01/01/2016,
54076900,01/01/2016,
54077100,01/01/2016,
54077200,01/01/2016,
54077300,01/01/2016,
54077400,01/01/2016,
54078100,01/01/2016,
54078200,01/01/2016,
54078300,01/01/2016,
54078400,01/01/2016,
54079100,01/01/2016,
54079200,01/01/2016,
54079300,01/01/2016,
54079400,01/01/2016,
54081000,01/01/2016,
54082100,01/01/2016,
54082200,01/01/2016,
54082300,01/01/2016,
54082400,01/01/2016,
54083100,01/01/2016,
54083200,01/01/2016,
54083300,01/01/2016,
54083400,01/01/2016,
55011000,01/01/2016,
55012000,01/01/2016,
55013000,01/01/2016,
55014000,01/01/2016,
55019000,01/01/2016,
55020010,01/01/2016,31/03/2017
55020020,01/01/2016,31/03/2017
55020090,01/01/2016,31/03/2017
55021000,01/01/2017,
55029010,01/01/2017,
55029090,01/01/2017,
55031100,01/01/2016,
55031910,01/01/2016,
55031990,01/01/2016,
55032010,01/01/2016,
55032090,01/01/2016,
55033000,01/01/2016,
55034000,01/01/2016,
55039010,01/01/2016,
55039020,01/01/2016,
55039090,01/01/2016,
55041000,01/01/2016,
55049010,01/01/2016,
55049090,01/01/2016,
55051000,01/01/2016,
55052000,01/01/2016,
55061000,01/01/2016,
55062000,01/01/2016,
55063000,01/01/2016,
55064000,01/01/2017,
55069000,01/01/2016,
55070000,01/01/2016,
55081000,01/01/2016,
55082000,01/01/2016,
55091100,01/01/2016,
55091210,01/01/2016,
55091290,01/01/2016,
55092100,01/01/2016,
55092200,01/01/2016,
55093100,01/01/2016,
55093200,01/01/2016,
55094100,01/01/2016,
55094200,01/01/2016,
55095100,01/01/2016,
55095200,01/01/2016,
55095300,01/01/2016,
55095900,01/01/2016,
55096100,01/01/2016,
55096200,01/01/2016,
55096900,01/01/2016,
55099100,01/01/2016,
55099200,01/01/2016,
55099900,01/01/2016,
55101111,01/01/2016,
55101112,01/01/2016,
55101113,01/01/2016,
55101119,01/01/2016,
55101190,01/01/2016,
55101211,01/01/2016,
55101212,01/01/2016,
55101213,01/01/2016,
55101219,01/01/2016,
55101290,01/01/2016,
55102011,01/01/2016,
55102012,01/01/2016,
55102013,01/01/2016,
55102019,01/01/2016,
55102090,01/01/2016,
55103011,01/01/2016,
55103012,01/01/2016,
55103013,01/01/2016,
55103019,01/01/2016,
55103090,01/01/2016,
55109011,01/01/2016,
55109012,01/01/2016,
55109013,01/01/2016,
55109019,01/01/2016,
55109090,01/01/2016,
55111000,01/01/2016,
55112000,01/01/2016,
55113000,01/01/2016,
55121100,01/01/2016,
55121900,01/01/2016,
55122100,01/01/2016,
55122900,01/01/2016,
55129110,01/01/2016,
55129190,01/01/2016,
55129910,01/01/2016,
55129990,01/01/2016,
55131100,01/01/2016,
55131200,01/01/2016,
55131300,01/01/2016,
55131900,01/01/2016,
55132100,01/01/2016,
55132310,01/01/2016,
55132390,01/01/2016,
55132900,01/01/2016,
55133100,01/01/2016,
55133911,01/01/2016,
55133919,01/01/2016,
55133990,01/01/2016,
55134100,01/01/2016,
55134911,01/01/2016,
55134919,01/01/2016,
55134990,01/01/2016,
55141100,01/01/2016,
55141200,01/01/2016,
55141910,01/01/2016,
55141990,01/01/2016,
55142100,01/01/2016,
55142200,01/01/2016,
55142300,01/01/2016,
55142900,01/01/2016,
55143011,01/01/2016,
55143012,01/01/2016,
55143019,01/01/2016,
55143090,01/01/2016,
55144100,01/01/2016,
55144200,01/01/2016,
55144300,01/01/2016,
55144900,01/01/2016,
55151100,01/01/2016,
55151200,01/01/2016,
55151300,01/01/2016,
55151900,01/01/2016,
55152100,01/01/2016,
55152200,01/01/2016,
55152900,01/01/2016,
55159100,01/01/2016,
55159910,01/01/2016,
55159990,01/01/2016,
55161100,01/01/2016,
55161200,01/01/2016,
55161300,01/01/2016,
55161400,01/01/2016,
55162100,01/01/2016,
55162200,01/01/2016,
55162300,01/01/2016,
55162400,01/01/2016,
